시도,시군구,동리,단지코드,단지명,단지분류,법정동주소,도로명주소,사용승인일,동수,세대수,총주차대수,지상주차대수,지하주차대수
용인시,수지구,동천동,A10026122,동천더샵파크사이드,아파트,경기도 용인수지구 동천동 917 동천더샵파크사이드,경기도 용인시 수지구 동천로178번길 4,20180806,5,330,377.0,0.0,377.0
용인시,처인구,마평동,A44992902,마평라이프,아파트,경기도 용인처인구 마평동 605-1 마평라이프,경기도 용인시 처인구 동부로 7,19930611,2,290,217.0,100.0,117.0
용인시,수지구,상현동,A10026428,포레나광교상현,아파트,경기도 용인수지구 상현동 1206 포레나광교상현,경기도 용인시 수지구 수지로 17,20180227,8,639,766.0,9.0,757.0
용인시,수지구,상현동,A44852804,광교현대프레미오,아파트,경기도 용인수지구 상현동 168-1 광교현대프레미오,경기도 용인시 수지구 수지로 41,20010212,3,300,671.0,175.0,496.0
용인시,기흥구,신갈동,A44696104,신갈삼익,아파트,경기도 용인기흥구 신갈동 14 신갈삼익,경기도 용인시 기흥구 신갈로124번길 3,19990218,2,296,228.0,112.0,116.0
용인시,기흥구,지곡동,A44659201,자봉마을써니밸리,아파트,경기도 용인기흥구 지곡동 704 자봉마을써니밸리,경기도 용인시 기흥구 사은로 274-22,20041105,14,1092,1371.0,268.0,1103.0
용인시,처인구,역북동,A44972203,역북마을신성,아파트,경기도 용인처인구 역북동 721-1 역북마을신성,경기도 용인시 처인구 명지로 15-5,19981218,8,475,475.0,113.0,362.0
용인시,처인구,역북동,A44972201,역북마을금강,아파트,경기도 용인처인구 역북동 721-2 역북마을금강,경기도 용인시 처인구 명지로 15-29,19990414,2,150,151.0,38.0,113.0
용인시,처인구,역북동,A44972202,역북마을보성,아파트,경기도 용인처인구 역북동 721-3 역북마을보성,경기도 용인시 처인구 명지로 15-33,20001114,3,162,249.0,59.0,190.0
용인시,처인구,남동,A44903001,삼라마이다스빌,아파트,경기도 용인처인구 남동 684 삼라마이다스빌,경기도 용인시 처인구 명지로 307,20040102,3,159,161.0,161.0,0.0
용인시,처인구,유방동,A44972404,인정프린스3차,아파트,경기도 용인처인구 유방동 1007-51 인정프린스3차,경기도 용인시 처인구 경안천로 368,19960608,2,380,171.0,128.0,43.0
용인시,처인구,유방동,A44972402,용인인정프린스2차,아파트,경기도 용인처인구 유방동 1007-50 용인인정프린스2차,경기도 용인시 처인구 경안천로 378,19950602,3,330,241.0,200.0,41.0
용인시,처인구,고림동,A10026328,양우내안애 에듀파크,아파트,경기도 용인처인구 고림동 730-1 양우내안애 에듀파크,경기도 용인시 처인구 경안천로 112,20180427,8,737,813.0,0.0,813.0
용인시,기흥구,중동,A44691604,신동백아이파크,아파트,경기도 용인기흥구 중동 1081 신동백아이파크,경기도 용인시 기흥구 언동로217번길 11,20070322,6,313,544.0,176.0,368.0
용인시,기흥구,중동,A44675303,신동백서해그랑블2차,아파트,경기도 용인기흥구 중동 1139 신동백서해그랑블2차,경기도 용인시 기흥구 언동로217번길 31,20140603,10,817,1112.0,8.0,1104.0
용인시,수지구,신봉동,A44853509,우남퍼스트빌,아파트,경기도 용인수지구 신봉동 905 우남퍼스트빌,경기도 용인시 수지구 신봉1로 27,20040114,11,962,841.0,122.0,719.0
용인시,수지구,신봉동,A44853503,서홍마을현대효성,아파트,경기도 용인수지구 신봉동 893 서홍마을현대효성,경기도 용인시 수지구 신봉1로 28,20040110,6,388,403.0,60.0,343.0
용인시,처인구,김량장동,A44970503,용인에스원스마트빌,도시형 생활주택(주상복합),경기도 용인처인구 김량장동 63-9 용인에스원스마트빌,경기도 용인시 처인구 백옥대로 1104,20140630,1,299,73.0,0.0,73.0
용인시,기흥구,영덕동,A44678704,흥덕마을주공4단지,아파트,경기도 용인기흥구 영덕동 1021 흥덕마을주공4단지,경기도 용인시 기흥구 흥덕2로 46,20090629,5,383,317.0,122.0,195.0
용인시,기흥구,영덕동,A44678705,흥덕마을3단지,아파트,경기도 용인기흥구 영덕동 1022 흥덕마을3단지,경기도 용인시 기흥구 흥덕2로 80,20090902,11,866,705.0,209.0,496.0
용인시,기흥구,영덕동,A44678712,흥덕마을7단지힐스테이트,아파트,경기도 용인기흥구 영덕동 969 흥덕마을7단지힐스테이트,경기도 용인시 기흥구 흥덕2로 126,20100819,9,570,631.0,629.0,2.0
용인시,기흥구,영덕동,A44678708,흥덕마을12단지,아파트,경기도 용인기흥구 영덕동 1069 흥덕마을12단지,경기도 용인시 기흥구 흥덕3로 20,20091029,14,759,1485.0,0.0,1485.0
용인시,기흥구,영덕동,A44678709,흥덕마을14단지 호반베르디움,아파트,경기도 용인기흥구 영덕동 1079 흥덕마을14단지 호반베르디움,경기도 용인시 기흥구 흥덕3로 60,20100205,4,236,496.0,2.0,494.0
용인시,처인구,삼가동,A44978002,우남퍼스트빌,아파트,경기도 용인처인구 삼가동 537 우남퍼스트빌,경기도 용인시 처인구 금학로 91,20031128,7,451,550.0,155.0,395.0
용인시,처인구,마평동,A44904004,푸른마을 용인 자이 아파트,아파트,경기도 용인처인구 마평동 957 푸른마을 용인 자이 아파트,경기도 용인시 처인구 금학로 520,20060323,8,502,567.0,165.0,402.0
용인시,처인구,삼가동,A44971803,진우,아파트,경기도 용인처인구 삼가동 265 진우,경기도 용인시 처인구 중부대로 1144,19990313,5,582,553.0,351.0,202.0
용인시,기흥구,청덕동,A44657503,청덕마을광도와이드빌,아파트,경기도 용인기흥구 청덕동 482 청덕마을광도와이드빌,경기도 용인시 기흥구 언동로71번길 64,20030808,7,476,575.0,284.0,291.0
용인시,기흥구,마북동,A44693813,연원마을벽산아파트,아파트,경기도 용인기흥구 마북동 524-8 연원마을벽산아파트,경기도 용인시 기흥구 연원로42번길 2,20000930,27,1576,2018.0,395.0,1623.0
용인시,기흥구,마북동,A44655801,연원마을삼성쉐르빌아파트,아파트,경기도 용인기흥구 마북동 624 연원마을삼성쉐르빌아파트,경기도 용인시 기흥구 연원로42번길 33,20020530,5,316,756.0,195.0,561.0
용인시,처인구,김량장동,A10026993,유메이드,도시형 생활주택(주상복합),경기도 용인처인구 김량장동 254-158 유메이드,경기도 용인시 처인구 금령로 43,20170210,1,299,149.0,0.0,149.0
용인시,기흥구,신갈동,A44658506,새릉골풍림,아파트,경기도 용인기흥구 신갈동 166 새릉골풍림,경기도 용인시 기흥구 기흥로116번길 7,20010317,5,340,341.0,160.0,181.0
용인시,기흥구,신갈동,A44658814,기흥파크뷰(새천년그린빌5단지),아파트,경기도 용인기흥구 신갈동 697 기흥파크뷰(새천년그린빌5단지),경기도 용인시 기흥구 기흥로116번길 60,20040823,19,915,944.0,217.0,727.0
용인시,기흥구,신갈동,A44658807,용인신갈푸르지오,아파트,경기도 용인기흥구 신갈동 691 용인신갈푸르지오,경기도 용인시 기흥구 기흥로116번길 77,20040730,7,346,605.0,172.0,433.0
용인시,기흥구,언남동,A44679205,초원마을성원상떼빌,아파트,경기도 용인기흥구 언남동 500 초원마을성원상떼빌,경기도 용인시 기흥구 기흥로116번길 100,20050518,10,860,1303.0,50.0,1253.0
용인시,기흥구,서천동,A44690601,예현마을현대홈타운,아파트,경기도 용인기흥구 서천동 705 예현마을현대홈타운,경기도 용인시 기흥구 예현로35번길 21,20021121,8,622,910.0,910.0,0.0
용인시,처인구,유방동,A44972403,인정프린스1차,아파트,경기도 용인처인구 유방동 1007-1 인정프린스1차,경기도 용인시 처인구 금어로 6,19940422,4,375,209.0,209.0,0.0
용인시,처인구,고림동,A44901002,보평마을 삼정그린뷰 아파트,아파트,경기도 용인처인구 고림동 1001 보평마을 삼정그린뷰 아파트,경기도 용인시 처인구 금어로 74,20040430,7,360,434.0,211.0,223.0
용인시,처인구,고림동,A44978805,금평마을영화,아파트,경기도 용인처인구 고림동 1000 금평마을영화,경기도 용인시 처인구 금어로 102,20031223,6,428,536.0,234.0,302.0
용인시,처인구,천리,A44983303,한천마을금광베네스타,아파트,경기도 용인처인구 이동읍 천리 1134 한천마을금광베네스타,경기도 용인시 처인구 백옥대로 711,20080730,9,460,502.0,264.0,238.0
용인시,처인구,천리,A10027387,에이스카운티아파트,아파트,경기도 용인처인구 이동읍 천리 1142 에이스카운티아파트,경기도 용인시 처인구 백옥대로 737,20160808,9,430,478.0,73.0,405.0
용인시,처인구,둔전리,A44982804,금전마을리슈빌아파트,아파트,경기도 용인처인구 포곡읍 둔전리 447 금전마을리슈빌아파트,경기도 용인시 처인구 둔전로 15,20060405,8,441,485.0,160.0,325.0
용인시,수지구,성복동,A10024775,성복역 롯데캐슬파크나인아파트,아파트,경기도 용인수지구 성복동 814 성복역 롯데캐슬파크나인아파트,경기도 용인시 수지구 성복1로 13,20200629,8,534,702.0,43.0,659.0
용인시,수지구,동천동,A10024930,더샵동천이스트포레아파트,아파트,경기도 용인수지구 동천동 151-2 더샵동천이스트포레아파트,경기도 용인시 수지구 수풍로 89,20200331,10,980,1226.0,0.0,1226.0
용인시,수지구,성복동,A10024453,성복역 롯데캐슬 클라시엘 아파트,아파트,경기도 용인수지구 성복동 192-1 성복역 롯데캐슬 클라시엘 아파트,경기도 용인시 수지구 성복1로 35,20210129,20,1094,1530.0,68.0,1462.0
용인시,수지구,상현동,A10024390,광교상현솔하임,도시형 생활주택(주상복합),경기도 용인수지구 상현동 1219 광교상현솔하임,경기도 용인시 수지구 상현로 6,20210204,1,224,179.0,23.0,156.0
용인시,수지구,죽전동,A10024338,죽전역솔하임,도시형 생활주택(주상복합),경기도 용인수지구 죽전동 1088-2 죽전역솔하임,경기도 용인시 수지구 정든로 5,20210309,1,234,170.0,12.0,158.0
용인시,기흥구,중동,A10025674,동백하우스디카바나,아파트,경기도 용인기흥구 중동 1100 동백하우스디카바나,경기도 용인시 기흥구 동백죽전대로527번길 34,20190221,4,284,313.0,28.0,285.0
용인시,수지구,신봉동,A10025673,신봉동 동도센트리움,아파트,경기도 용인수지구 신봉동 965 신봉동 동도센트리움,경기도 용인시 수지구 신봉3로 6,20190131,2,184,202.0,9.0,193.0
용인시,수지구,신봉동,A10023754,힐스테이트 광교산,아파트,경기도 용인수지구 신봉동  힐스테이트 광교산,,20220429,10,789,1026.0,0.0,1026.0
용인시,수지구,동천동,A10023868,한화포레나수지동천,,경기도 용인수지구 동천동  한화포레나수지동천,,20220221,3,293,311.0,311.0,0.0
용인시,처인구,아곡리,A10023854,이편한세상용인파크카운티,연립주택,경기도 용인처인구 남사읍 아곡리 686 이편한세상용인파크카운티,,20190628,8,75,115.0,1.0,114.0
용인시,기흥구,언남동,A10024208,힐스테이트 구성 아파트,아파트,경기도 용인기흥구 언남동 315 힐스테이트 구성 아파트,,20210730,8,699,874.0,117.0,757.0
용인시,기흥구,마북동,A44655607,교동마을LG자이,아파트,경기도 용인기흥구 마북동 617 교동마을LG자이,,20010811,7,450,583.0,283.0,300.0
용인시,수지구,상현동,A44813013,광교마을46단지 광교스타클래스,아파트,경기도 용인수지구 상현동 1108 광교마을46단지 광교스타클래스,,20111228,3,220,392.0,2.0,390.0
용인시,기흥구,마북동,A44691203,교동마을쌍용,아파트,경기도 용인기흥구 마북동 621 교동마을쌍용,,20020308,7,340,654.0,13.0,641.0
용인시,수지구,죽전동,A44816010,도담마을아이파크,아파트,경기도 용인수지구 죽전동 331 도담마을아이파크,,19981218,3,360,360.0,170.0,190.0
용인시,수지구,상현동,A44813011,광교마을46단지광교스타클래스,아파트,경기도 용인수지구 상현동 1107 광교마을46단지광교스타클래스,,20111228,3,168,323.0,2.0,321.0
용인시,수지구,풍덕천동,A44899104,진산마을삼성래미안6차,아파트,경기도 용인수지구 풍덕천동 1168-2 진산마을삼성래미안6차,,20020221,11,343,729.0,179.0,550.0
용인시,수지구,신봉동,A44853608,동일하이빌3단지,아파트,경기도 용인수지구 신봉동 985 동일하이빌3단지,,20100730,13,594,1138.0,0.0,1138.0
용인시,처인구,역북동,A10027349,역북1단지 우남퍼스트빌 아파트,아파트,경기도 용인처인구 역북동 291-8 역북1단지 우남퍼스트빌 아파트,,20161024,6,409,429.0,79.0,350.0
용인시,기흥구,보라동,A44658307,보라마을현대모닝사이드2차,아파트,경기도 용인기흥구 보라동 564 보라마을현대모닝사이드2차,,20030627,12,771,1234.0,360.0,874.0
용인시,수지구,죽전동,A44816003,죽전7차현대홈타운1단지,아파트,경기도 용인수지구 죽전동 1151 죽전7차현대홈타운1단지,,20040916,5,162,178.0,61.0,117.0
용인시,기흥구,신갈동,A44658414,기흥더샵프라임뷰,아파트,경기도 용인기흥구 신갈동 733 기흥더샵프라임뷰,,20130903,8,612,775.0,0.0,775.0
용인시,기흥구,신갈동,A44658415,기흥역롯데캐슬스카이,주상복합,경기도 용인기흥구 신갈동 63 기흥역롯데캐슬스카이,,20141223,3,625,797.0,0.0,797.0
용인시,기흥구,서천동,A10027304,힐스테이트 서천 아파트,아파트,경기도 용인기흥구 서천동 801 힐스테이트 서천 아파트,,20160929,12,754,912.0,4.0,908.0
용인시,처인구,역북동,A10027347,역북2단지 우남퍼스트빌아파트,아파트,경기도 용인처인구 역북동 282 역북2단지 우남퍼스트빌아파트,,20161024,7,505,532.0,73.0,459.0
